Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range)
cadre photo customisé,EUR,500,900%,0%,High,98,0.007564503,0.01791272
idee cadeau noce de chypre,EUR,500,0%,0%,High,100,0.00152405,0.005397907
photo personnalisé noel,EUR,50,900%,0%,High,100,0.005153733,0.012807561
box cadeau anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
cadeau anniversaire de mariage parents fait maison,EUR,50,0%,0%,High,100,0,0
cadeau original fete des grand mere,EUR,50,0%,0%,Unknown,,0,0
personnalisé boule de noel,EUR,5000,0%,0%,High,100,0.003552422,0.008950655
cadeau original avec des photos,EUR,50,0%,0%,High,100,0.003640442,0.016636104
tee shirt personnalisé avec plusieurs photos,EUR,50,0%,0%,High,100,0.003725202,0.015364052
idee cadeau arriere grand pere,EUR,50,0%,0%,High,100,0.001270096,0.00327304
photo sur t shirt personnalisé,EUR,5000,0%,0%,High,100,0.006204105,0.014379858
noce de laine,EUR,5000,0%,0%,Low,7,0.002741986,0.005101899
noce de diamant cadeau,EUR,500,0%,0%,High,100,0.00157295,0.005114613
chaussettes personnalisées avec photo,EUR,50,900%,0%,High,100,0.004340364,0.013021091
1 an anniversaire de mariage,EUR,500,0%,0%,Low,27,0.000297312,0.004910537
1 an de mariage cadeau coton,EUR,50,0%,-100%,Unknown,,0,0
1 an de mariage cadeau pour homme,EUR,50,-100%,0%,Unknown,,0,0
1 an de mariage noce,EUR,5000,0%,900%,Low,6,0.000100408,0.00328934
1 an de mariage noce de,EUR,5000,0%,900%,Low,6,0.000100408,0.00328934
1 an de mariage noce de coton,EUR,500,-90%,0%,Medium,35,0,0
1 an de mariage noces de,EUR,5000,0%,900%,Low,6,0.000100408,0.00328934
1 an de mariage quel cadeau,EUR,50,-100%,0%,Unknown,,0,0
1 an de mariage quoi offrir,EUR,50,0%,0%,High,100,0,0
1 an mariage cadeau,EUR,50,0%,?,High,100,0,0
1 an mariage coton,EUR,50,0%,0%,High,100,0,0
1 an mariage noce,EUR,500,0%,900%,Low,2,0,0
1 an mariage noce de coton,EUR,50,0%,0%,Medium,56,0,0
1 an noce de coton,EUR,50,0%,0%,Low,30,0,0
10 1ns de mariage noce de,EUR,50,-100%,-100%,Unknown,,0,0
10 anniversaire de mariage,EUR,50,0%,0%,Low,29,0,0
10 de mariage noce,EUR,50,0%,0%,Low,4,0,0
10 e anniversaire de mariage,EUR,50,?,0%,Low,0,0,0
10 mariage noce,EUR,50,0%,0%,Low,0,0,0
10eme anniversaire mariage,EUR,50,0%,0%,Low,0,0,0
10ème anniversaire de mariage,EUR,50,0%,0%,Low,29,0,0
11 anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
11e anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
11ème anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
12e anniversaire de mariage,EUR,50,0%,?,Low,0,0,0
13e anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
14e anniversaire de mariage,EUR,50,0%,0%,Low,1,0,0
15 anniversaire de mariage,EUR,50,0%,0%,Low,24,0,0
15e anniversaire de mariage,EUR,50,0%,0%,Medium,36,0,0
15eme anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
15ème anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
16e anniversaire de mariage,EUR,50,-100%,-100%,Unknown,,0,0
17ème anniversaire de mariage,EUR,50,0%,-100%,Unknown,,0,0
1an de mariage noce,EUR,5000,0%,900%,Low,6,0.000100408,0.00328934
1er anniversaire de mariage cadeau,EUR,50,0%,0%,High,100,0,0
1er anniversaire de mariage noce de,EUR,50,0%,0%,Low,0,0,0
2 an de mariage noce,EUR,50,0%,0%,Low,0,0,0
20 anniversaire de mariage,EUR,50,0%,0%,Medium,51,0,0
20e anniversaire de mariage,EUR,50,0%,0%,Medium,51,0,0
20eme anniversaire de mariage,EUR,50,0%,0%,Medium,56,0,0
23ème anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
25 anniversaire de mariage,EUR,50,0%,0%,Low,9,0,0
25 mariage noce,EUR,50,0%,0%,Low,4,0,0
2eme anniversaire de mariage,EUR,50,0%,0%,Low,25,0,0
2eme anniversaire mariage,EUR,50,0%,0%,Low,7,0,0
3 anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
30 anniversaire de mariage,EUR,50000,0%,0%,Low,7,9.9756E-05,0.003003438
30 e anniversaire de mariage,EUR,50,0%,?,Low,0,0,0
30 mariage noce de,EUR,50,0%,0%,Low,2,0,0
30e anniversaire de mariage,EUR,50,0%,0%,Low,24,0,0
30ème anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
32e anniversaire de mariage,EUR,50,0%,-100%,Unknown,,0,0
35 de mariage noce de quoi,EUR,50,0%,0%,Low,0,0,0
35e anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
39e anniversaire de mariage,EUR,50,-100%,-100%,Unknown,,0,0
3eme anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
40 de mariage noce de,EUR,50,0%,0%,Low,0,0,0
40 de mariage noce de quoi,EUR,500,0%,0%,Low,2,0,0
40 e anniversaire de mariage,EUR,50,0%,0%,Unknown,,0,0
40 mariage noce de quoi,EUR,50,0%,0%,Medium,60,0,0
40ème anniversaire de mariage,EUR,50,0%,0%,High,97,0,0
40ème anniversaire mariage,EUR,50,0%,0%,Medium,63,0,0
45 anniversaire de mariage,EUR,5000,0%,0%,Low,2,9.9104E-05,0.003243048
45 e anniversaire de mariage,EUR,50,-100%,0%,Unknown,,0,0
45 mariage noce de quoi,EUR,50,0%,0%,Low,0,0,0
45e anniversaire de mariage,EUR,50,0%,0%,Low,27,0,0
45ème anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
5 anniversaire de mariage,EUR,50,0%,0%,Low,29,0,0
5 année de mariage,EUR,5000,0%,0%,Low,16,0.000100408,0.004801001
50 de mariage noce,EUR,50,0%,0%,Low,10,0,0
50 de mariage noce de quoi,EUR,500,0%,0%,Low,3,0,0
50 e anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
50 mariage noce de,EUR,50,0%,0%,Low,2,0,0
50 noces d or,EUR,50,0%,0%,Low,29,0,0
50ème anniversaire de mariage cadeau,EUR,50,0%,0%,Unknown,,0,0
5e anniversaire de mariage cadeau,EUR,50,0%,0%,Unknown,,0,0
6 anniversaire de mariage,EUR,50,0%,0%,Medium,62,0,0
60 de mariage noce de quoi,EUR,500,0%,900%,Low,3,9.943E-05,0.000199186
6e anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
6eme anniversaire de mariage,EUR,50,0%,0%,Low,17,0,0
7e anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
7eme anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
7ème anniversaire de mariage,EUR,50,?,0%,Low,0,0,0
8e anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
8eme anniversaire mariage,EUR,50,0%,?,Low,0,0,0
8ème anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
9 anniversaire de mariage,EUR,50,-100%,-100%,Unknown,,0,0
9e anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
9eme anniversaire de mariage,EUR,50,0%,0%,Low,0,0,0
abat jour personnalisé avec photo,EUR,50,0%,0%,High,100,0.00438307,0.008853833
accessoires avec photo personnalisée,EUR,50,0%,0%,High,100,0.006292777,0.012524267
andy warhol personnalisé,EUR,50,0%,0%,High,100,0,0
annee de mariage cadeau,EUR,5000,-90%,-90%,High,100,0.001986644,0.007493435
annee mariage cadeau,EUR,50,0%,0%,Medium,40,0,0
anniversaire coton,EUR,50,0%,0%,Low,0,0,0
anniversaire de mariage 1 an cadeau,EUR,50,0%,0%,High,100,0.002657552,0.007081045
anniversaire de mariage 1 an noce,EUR,50,-100%,0%,Unknown,,0,0
anniversaire de mariage 1an,EUR,500,0%,0%,Low,27,0.000297312,0.004910537
anniversaire de mariage 20ans,EUR,500,0%,0%,Medium,40,0.000199512,0.00201468
anniversaire de mariage 25ans,EUR,500,0%,0%,Low,25,0,0
anniversaire de mariage 30ans,EUR,500,0%,0%,Medium,40,0,0
anniversaire de mariage 40ans,EUR,500,0%,0%,Medium,47,0,0
anniversaire de mariage cadeau femme,EUR,50,0%,0%,Unknown,,0,0
anniversaire de mariage cadeau homme,EUR,500,0%,0%,High,100,0.00178648,0.005600679
anniversaire de mariage chypre,EUR,50,0%,0%,Low,0,0,0
anniversaire de mariage coton,EUR,50,0%,0%,Medium,36,0,0
anniversaire de mariage cuir,EUR,50,0%,0%,High,100,0,0
anniversaire de mariage emeraude,EUR,50,0%,0%,Low,0,0,0
anniversaire de mariage faience,EUR,50,0%,0%,Low,24,0,0
anniversaire de mariage idee,EUR,500,-90%,-90%,High,100,0.001764638,0.003945578
anniversaire de mariage idee cadeau,EUR,5000,0%,0%,High,100,0.00152405,0.006206387
anniversaire de mariage idee originale,EUR,50,0%,0%,Unknown,,0,0
anniversaire de mariage noce,EUR,500,0%,0%,Low,13,0.000100734,0.004565955
anniversaire de mariage noce d emeraude,EUR,50,?,0%,Low,0,0,0
anniversaire de mariage noce d or,EUR,50,0%,0%,Medium,46,0,0
anniversaire de mariage noce de coton,EUR,50,0%,0%,Low,0,0,0
anniversaire de mariage noce de diamant,EUR,50,0%,0%,Medium,43,0,0
anniversaire de mariage noce de quoi,EUR,50,0%,0%,Low,2,0,0
anniversaire de mariage noces de,EUR,500,0%,0%,Low,13,0.000100734,0.004565955
anniversaire de mariage original,EUR,50,0%,0%,High,100,0,0
anniversaire de mariage petit budget,EUR,500,-90%,0%,High,91,0.000880526,0.005078101
anniversaire de mariage plomb,EUR,50,0%,0%,Low,0,0,0
anniversaire de mariage quoi offrir,EUR,50,0%,0%,High,100,0,0
anniversaire de mariage saphir,EUR,50,0%,0%,Low,10,0,0
anniversaire de mariage soie,EUR,50,0%,?,Low,9,0,0
anniversaire mariage 1an,EUR,500,0%,0%,Medium,39,0,0
anniversaire mariage 30ans,EUR,500,0%,0%,Medium,45,0,0
anniversaire mariage cadeau,EUR,5000,0%,0%,High,100,0.002073034,0.007570045
anniversaire mariage corail,EUR,50,0%,0%,Low,24,0,0
anniversaire mariage coton,EUR,50,0%,0%,Low,25,0,0
anniversaire mariage cuir,EUR,50,0%,0%,Unknown,,0,0
anniversaire mariage idee,EUR,50,0%,0%,High,100,0,0
anniversaire mariage idee cadeau,EUR,50,0%,0%,High,100,0,0
anniversaire mariage noce,EUR,500,0%,0%,Low,15,9.943E-05,0.00379627
anniversaire mariage original,EUR,50,-100%,-100%,Unknown,,0,0
anniversaire noce de coton,EUR,50,0%,0%,Low,19,0,0
anniversaire noce de mariage,EUR,500,0%,0%,Low,13,0.000100734,0.004565955
anniversaire noces mariage,EUR,500,0%,0%,Low,15,9.943E-05,0.00379627
anniversaires mariages noces,EUR,500,0%,0%,Low,15,9.943E-05,0.00379627
auchan objet personnalisé,EUR,50,0%,0%,High,100,0.003247286,0.005986663
auchan photo personnalisé,EUR,50,0%,0%,High,100,0.003449732,0.008062957
bapteme cadeau grand parent,EUR,50,0%,0%,Medium,33,0,0
body personnalisé noel,EUR,50,0%,0%,High,100,0.003180782,0.012987513
bon cadeau famileo,EUR,50,900%,0%,Low,9,0.002092594,0.014699338
bon cadeau pour la fête des mères,EUR,50,0%,-100%,Unknown,,0,0
bonne fete maman original,EUR,500,0%,0%,High,71,0,0
bonne fête des mères original,EUR,50,?,0%,Low,29,0,0
boule de neige noel personnalisé,EUR,50,0%,0%,High,100,0.003522104,0.009467691
boule de noel blanche personnalisée,EUR,50,0%,0%,High,100,0.003132534,0.008876001
boule de noel personnalisé famille,EUR,50,0%,0%,High,100,0.003310856,0.008180969
boule de noel personnalisée auchan,EUR,50,?,0%,High,100,0,0
boule de noel personnalisée leclerc,EUR,50,0%,0%,High,100,0.002042716,0.008870785
boule de noel personnalisée maitresse,EUR,50,0%,0%,High,100,0.002584528,0.005805733
boule de noel personnalisée mariage,EUR,50,0%,0%,High,100,0.002887382,0.009958321
boule de noel personnalisée mon premier noel,EUR,50,0%,0%,High,100,0.002532368,0.009990921
boule de noel personnalisée nounou,EUR,50,0%,0%,High,100,0.002366108,0.008043071
boule de noël personnalisée fabrication française,EUR,50,0%,0%,High,100,0,0
boule de noël porcelaine personnalisée,EUR,50,0%,0%,High,100,0.003259674,0.009719689
boule de noël rouge personnalisée,EUR,50,0%,0%,High,100,0.002872386,0.008666709
boule de noël transparente à personnaliser,EUR,50,0%,0%,High,100,0.002133344,0.006882837
boule mon premier noel personnalisée en verre,EUR,50,?,0%,High,100,0,0
boule mon premier noël en bois,EUR,50,0%,0%,High,100,0,0
boule premier noel personnalisée,EUR,50,0%,0%,High,100,0.002444674,0.008565649
boule premier noël personnalisé,EUR,50,0%,0%,High,100,0.002444674,0.008565649
boules de noel personnalisées cadeau,EUR,50,?,?,High,100,0,0
box cadeau grand parents,EUR,50,0%,0%,High,100,0.003246634,0.01441637
box mensuelle grand parents,EUR,50,?,0%,High,100,0.004095864,0.006765477
box papy mamy,EUR,50,0%,0%,High,100,0.00327304,0.007172651
box pour grand parents,EUR,50,0%,0%,High,100,0.003371492,0.015376114
box pour les grands parents,EUR,50,?,0%,High,100,0.004297332,0.020185592
boîte photo cadeau,EUR,500,0%,-90%,High,97,0.004228872,0.011206249
cadeau 1 an de mariage coton,EUR,50,-100%,-100%,Unknown,,0,0
cadeau 1 an de mariage femme,EUR,50,0%,0%,High,90,0,0
cadeau 1 an de mariage homme,EUR,500,0%,0%,High,100,0.001776048,0.00421355
cadeau 1 an de mariage noce de coton,EUR,50,0%,0%,High,100,0,0
cadeau 1 an mariage coton,EUR,50,-100%,-100%,Unknown,,0,0
cadeau 1 an mariage homme,EUR,50,0%,0%,High,100,0,0
cadeau 10e anniversaire de mariage,EUR,50,-100%,-100%,Unknown,,0,0
cadeau 1er anniversaire mariage,EUR,50,-100%,-100%,Unknown,,0,0
cadeau 1ere annee de mariage,EUR,50,0%,0%,High,100,0,0
cadeau 25e anniversaire de mariage,EUR,50,0%,0%,Unknown,,0,0
cadeau 30e anniversaire de mariage,EUR,50,0%,0%,Unknown,,0,0
cadeau 40e anniversaire de mariage,EUR,50,-100%,0%,Unknown,,0,0
cadeau 50 anniversaire de mariage,EUR,50,0%,?,High,100,0,0
cadeau 50ème anniversaire de mariage,EUR,50,0%,0%,Unknown,,0,0
cadeau 60e anniversaire de mariage,EUR,50,-100%,0%,Unknown,,0,0
cadeau a faire a ses grands parents,EUR,50,0%,0%,High,100,0.001564148,0.005924071
cadeau a faire avec des photos,EUR,50,0%,0%,High,100,0.004671579,0.012126547
cadeau a offrir a ses grand parents,EUR,50,0%,-90%,High,100,0.001459828,0.005057563
cadeau a offrir a ses grands parents,EUR,50,0%,-90%,High,100,0.001459828,0.005057563
cadeau a offrir grand parent,EUR,50,0%,0%,High,100,0.001296176,0.005132217
cadeau a offrir pour anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
cadeau annee de mariage,EUR,50,0%,0%,High,77,0,0
cadeau annee mariage,EUR,50,0%,0%,High,73,9.943E-05,0.004213876
cadeau anniversaire 1 an de mariage,EUR,50,0%,0%,High,100,0.002657552,0.007081045
cadeau anniversaire de mariage 1 an homme,EUR,50,0%,?,High,100,0,0
cadeau anniversaire de mariage a faire soi meme,EUR,50,0%,?,High,100,0,0
cadeau anniversaire de mariage amazon,EUR,50,0%,0%,High,100,0,0
cadeau anniversaire de mariage amis,EUR,50,-100%,-100%,Unknown,,0,0
cadeau anniversaire de mariage bois,EUR,50,-100%,-100%,Unknown,,0,0
cadeau anniversaire de mariage couple,EUR,50,0%,0%,High,100,0,0
cadeau anniversaire de mariage cuir,EUR,50,0%,?,High,100,0,0
cadeau anniversaire de mariage fait main,EUR,50,0%,0%,High,100,0,0
cadeau anniversaire de mariage original,EUR,500,-90%,-90%,High,100,0.001897646,0.006749503
cadeau anniversaire de mariage pour des amis,EUR,50,0%,0%,High,100,0,0
cadeau anniversaire de mariage pour femme,EUR,50,0%,0%,High,100,0.002678416,0.010572505
cadeau anniversaire de mariage pour ses parents,EUR,50,-100%,-100%,Unknown,,0,0
cadeau anniversaire mariage bois,EUR,50,0%,0%,High,100,0,0
cadeau anniversaire mariage coton,EUR,50,-100%,-100%,Unknown,,0,0
cadeau anniversaire mariage couple,EUR,50,0%,0%,High,100,0,0
cadeau anniversaire mariage cuir,EUR,50,-100%,-100%,Unknown,,0,0
cadeau anniversaire mariage original,EUR,50,0%,0%,High,100,0,0
cadeau anniversaire mariage pour homme,EUR,50,0%,0%,High,100,0,0
cadeau anniversaire noce d or,EUR,50,0%,0%,High,100,0,0
cadeau annonce arriere grand mere,EUR,50,0%,0%,High,100,0.002212888,0.004637349
cadeau arrière grand père,EUR,50,900%,0%,High,100,0.001692918,0.005339879
cadeau bapteme pour grand parents,EUR,500,0%,0%,High,82,0.001739862,0.007856925
cadeau cadeau pour la fête des mères,EUR,50,0%,0%,Unknown,,0,0
cadeau commun grand parent,EUR,50,0%,0%,High,100,0.00179626,0.006822201
cadeau coton anniversaire mariage,EUR,50,0%,0%,Unknown,,0,0
cadeau couple 1 an de mariage,EUR,50,-100%,-100%,Unknown,,0,0
cadeau couple anniversaire mariage,EUR,50,-100%,-100%,Unknown,,0,0
cadeau couple grand parents,EUR,50,0%,-90%,High,100,0.002080532,0.006337439
cadeau d anniversaire de mariage homme,EUR,50,?,0%,High,100,0,0
cadeau d anniversaire de mariage original,EUR,50,0%,0%,High,100,0,0
cadeau d anniversaire de mariage par annee,EUR,50,?,0%,Medium,57,0,0
cadeau d anniversaire de mariage pour mes parents,EUR,50,0%,0%,High,100,0,0
cadeau d anniversaire de mariage pour ses parents,EUR,50,0%,?,High,100,0,0
cadeau d anniversaire personnalisé avec photo,EUR,50,0%,-100%,Unknown,,0,0
cadeau d anniversaire photo,EUR,50,-100%,-100%,Unknown,,0,0
cadeau d une grand mère pour un baptême,EUR,50,0%,?,Medium,33,0,0
cadeau de 1 an de mariage,EUR,5000,0%,0%,High,100,0.002042716,0.007403133
cadeau de anniversaire de mariage,EUR,5000,-90%,-90%,High,100,0.001986644,0.007493435
cadeau de fete des mere original,EUR,50,0%,0%,Unknown,,0,0
cadeau de fête des mères original,EUR,50,-100%,-100%,Unknown,,0,0
cadeau de mariage noce de coton,EUR,50,0%,0%,High,100,0,0
cadeau de naissance de la part des grands parents,EUR,50,0%,0%,High,100,0,0
cadeau de noce,EUR,50,0%,0%,High,100,0.002659834,0.008344621
cadeau de noce de coton,EUR,50,0%,?,High,100,0,0
cadeau de noce de mariage,EUR,50,0%,0%,High,100,0,0
cadeau de noces d or,EUR,50,0%,?,High,100,0,0
cadeau de noel a personnaliser,EUR,50,0%,0%,High,100,0.003067334,0.006821875
cadeau de noel personnalisable,EUR,500,900%,0%,High,100,0.00331216,0.009693609
cadeau de noel personnalisé homme,EUR,50,900%,0%,High,100,0.002661138,0.008945765
cadeau de noel pour des grands parents,EUR,50,0%,0%,High,100,0.001793978,0.006595957
cadeau de noel pour femme personnalisé,EUR,50,0%,-100%,Unknown,,0,0
cadeau de noel pour homme personnalisé,EUR,50,?,0%,High,100,0,0
cadeau de noel pour les grands parents,EUR,50,900%,0%,High,100,0.001671728,0.006717555
cadeau de noel pour ses grand parents,EUR,50,0%,0%,High,100,0.002168878,0.005712171
cadeau de noel pour ses grands parents,EUR,50,0%,0%,High,100,0.002168878,0.005712171
cadeau de noël parent,EUR,500,900%,0%,High,100,0.001908078,0.008994013
cadeau de noël personnalisé homme,EUR,50,900%,0%,High,100,0.002661138,0.008945765
cadeau de noël personnalisée,EUR,50,0%,0%,High,100,0,0
cadeau de noël pour grand parent,EUR,500,900%,0%,High,100,0.001766268,0.006415353
cadeau des grands parents pour un baptême,EUR,50,0%,0%,High,96,0,0
cadeau en bois pour anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
cadeau en coton pour anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
cadeau en cuir pour anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
cadeau en nickel pour anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
cadeau en photo,EUR,5000,900%,0%,High,100,0.006689845,0.019300176
cadeau en plomb pour anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
cadeau en porcelaine pour anniversaire de mariage,EUR,50,0%,?,High,100,0,0
cadeau fait main pour grand parent,EUR,500,0%,0%,High,100,0.000486718,0.003541012
cadeau femme anniversaire de mariage,EUR,50,0%,0%,High,100,0,0
cadeau femme anniversaire mariage,EUR,50,0%,0%,High,100,0.002584854,0.007279253
cadeau femme personnalisé noel,EUR,50,0%,0%,High,100,0.003047774,0.008742015
cadeau fete des grand mere original,EUR,50,-100%,-100%,Unknown,,0,0
cadeau fete des meres insolite,EUR,50,0%,0%,Unknown,,0,0
cadeau fete des meres original et pas cher,EUR,50,0%,-100%,Unknown,,0,0
cadeau fete des pere avec photo,EUR,50,-100%,0%,Unknown,,0,0
cadeau fete des pere photo,EUR,500,0%,0%,High,100,0,0
cadeau fete mere original,EUR,5000,0%,-90%,High,78,0.001648908,0.005991879
cadeau froment mariage,EUR,50,0%,0%,High,100,0,0
cadeau fête des grands mères original,EUR,50,-100%,-100%,Unknown,,0,0
cadeau fête des grands mères photo,EUR,50,0%,0%,Unknown,,0,0
cadeau fête des mères avec photos,EUR,50,0%,-100%,Unknown,,0,0
cadeau fête des mères insolite,EUR,50,0%,0%,Unknown,,0,0
cadeau fête des pères avec photo,EUR,50,0%,0%,Unknown,,0,0
cadeau fête des pères personnalisé photo,EUR,50,0%,0%,Unknown,,0,0
cadeau grand parent bapteme,EUR,500,0%,0%,High,82,0.001739862,0.007856925
cadeau grand parent bebe,EUR,50,0%,0%,High,100,0.002421528,0.005321297
cadeau grand parent naissance,EUR,50,0%,0%,High,100,0.001852006,0.005040937
cadeau grand parent noël,EUR,500,900%,0%,High,100,0.0016137,0.005760745
cadeau grand parent pas cher,EUR,50,0%,0%,High,100,0.0016789,0.006781451
cadeau grand parent photo,EUR,50,0%,0%,High,100,0.005245013,0.011729153
cadeau high tech grand parent,EUR,50,0%,0%,High,96,0.000785008,0.00279382
cadeau homme avec photo,EUR,50,0%,0%,High,100,0.004012734,0.008655951
